Project Name,Issue URL,issue number,pr that mention,title
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1163,1163,1178 ,Bug in callbacks
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/785,785,787 ,Parse DATA 3*3.0 correctly
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1067,1067,1080 ,Implement Scan/Verify as generic procedures
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1122,1122,1176 1179 ,sqrt(epsilon(1._dp)) does not work
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/547,547,647 ,Adding syntax-only and plain diagnostics output flags
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/971,971,972 ,Bug in implicit callback
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/658,658,665 666 ,WASM: RuntimeError: memory access out of bounds
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/988,988,992 ,Modules don't work with WASM yet
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/967,967,1016 1049 ,"Implement `integer, parameter :: x(*) = [1, 2, 3]`"
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/674,674,675 ,[SciPy]: Implement AttrParamater declaration
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1138,1138,1139 ,"BUG: [ASR PASS] `print_arr` doesn't consider `If`, `CaseStmt` stmt"
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/789,789,761 ,Improvement of ASR building of select case
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/727,727,964 ,conjg(x) seems to return 0
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/788,788,828 ,Should we allow casting in Assignment?
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/767,767,831 ,[SciPy] Semantic error: ```GOTO``` label must be an integer
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1093,1093,1124 ,[SciPy] semantic error: The LHS of assignment can only be a variable or an array reference
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/835,835,1081 ,recursion_02 and recursion_03 hang with gfortran on macOS
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1066,1066,1083 ,Implement ``select type`` feature in ASR
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1089,1089,1124 ,[SciPy] ASR verify: Var::m_v 'mess' cannot point outside of its symbol table
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/842,842,866 1004 1005 1006 1008 1022 1023 1040 1057 ,ASR nodes implementation and documentation status
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/784,784,786 ,Parse label end do correctly
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/291,291,735 907 ,Upgrade from legacy LLVM API
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1027,1027,1029 ,subroutine can not change the argument
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/1162,1162,1153 1189 ,ASR: Implement FunctionType node to represent a function signature
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/946,946,979 ,LLVM: do loop with a skip and continue inside fails
lfortran/lfortran,https://github.com/lfortran/lfortran/issues/878,878,876 ,[SciPy] Semantic Error: Conversion of ```complex``` to ```float``` is not implemented
allenai/scibert,https://github.com/allenai/scibert/issues/83,83,86 ,Creation of setup.py
allenai/scibert,https://github.com/allenai/scibert/issues/90,90,91 ,Error in BertTextClassifier __init__ signature
doccano/doccano,https://github.com/doccano/doccano/issues/379,379,396 ,Can't change label after assigning the shortcut key
doccano/doccano,https://github.com/doccano/doccano/issues/545,545,667 ,Can't login from the project link
doccano/doccano,https://github.com/doccano/doccano/issues/953,953,1163 ,Bulk import for multiple files
doccano/doccano,https://github.com/doccano/doccano/issues/2022,2022,2099 ,can't not see data in annotation after import dataset
doccano/doccano,https://github.com/doccano/doccano/issues/1032,1032,1033 ,"Create project failed with error message ""Bad Request"""
doccano/doccano,https://github.com/doccano/doccano/issues/1248,1248,1997 ,Text field missing / Costum Rest Api for Auto-Labelling
doccano/doccano,https://github.com/doccano/doccano/issues/857,857,1989 ,[Proposal] Warn and/or fail if default admin's password hasn't been changed
doccano/doccano,https://github.com/doccano/doccano/issues/894,894,1104 ,One click GCP Deployement fails
doccano/doccano,https://github.com/doccano/doccano/issues/1008,1008,1024 ,Can't create a new project
doccano/doccano,https://github.com/doccano/doccano/issues/482,482,958 1310 ,Feature Request: Import the exported annotation data and keep the all original info
doccano/doccano,https://github.com/doccano/doccano/issues/98,98,101 ,How to login on Heroku?
doccano/doccano,https://github.com/doccano/doccano/issues/986,986,1065 ,"[Bug report] Incorrect ""Annotate"" button link (on search filtering)"
doccano/doccano,https://github.com/doccano/doccano/issues/705,705,916 ,Text classification: make labels exclusive and allow annotation by several users?
doccano/doccano,https://github.com/doccano/doccano/issues/61,61,73 ,Unable to annotate any document with more than 26 labels
doccano/doccano,https://github.com/doccano/doccano/issues/617,617,1592 1619 ,Project to do document classification and sequence labelling at the same time
doccano/doccano,https://github.com/doccano/doccano/issues/928,928,1959 ,Show annotation status on the document list page
doccano/doccano,https://github.com/doccano/doccano/issues/1439,1439,1440 ,Server returns 500 if task is not yet ready. 
doccano/doccano,https://github.com/doccano/doccano/issues/1593,1593,1703 ,failed to add new relations by docker
doccano/doccano,https://github.com/doccano/doccano/issues/1205,1205,1212 ,"admin area shows 404, no login"
doccano/doccano,https://github.com/doccano/doccano/issues/660,660,842 ,[Question] Some files are not documented
doccano/doccano,https://github.com/doccano/doccano/issues/1878,1878,2008 ,Deploy doccano in a subpath
doccano/doccano,https://github.com/doccano/doccano/issues/16,16,41 ,Don't track app database in git
doccano/doccano,https://github.com/doccano/doccano/issues/1481,1481,1530 ,doccano init causes a ModuleNotFoundError for chardet
doccano/doccano,https://github.com/doccano/doccano/issues/1497,1497,1557 ,Metadata column repeated when exported as csv
doccano/doccano,https://github.com/doccano/doccano/issues/1881,1881,2053 ,Autolabeling not working in Intent Detection and Slot Filling Project
doccano/doccano,https://github.com/doccano/doccano/issues/621,621,691 ,"[Enhancement request] On project's subpages, display project's name"
doccano/doccano,https://github.com/doccano/doccano/issues/949,949,1138 ,"""Export only approved dataset"" option"
doccano/doccano,https://github.com/doccano/doccano/issues/2080,2080,2089 ,data task error
doccano/doccano,https://github.com/doccano/doccano/issues/174,174,200 ,View metadata next to a document in sequence labeling
doccano/doccano,https://github.com/doccano/doccano/issues/965,965,987 ,restart doccano issue: UNIQUE constraint failed: auth_user.username
doccano/doccano,https://github.com/doccano/doccano/issues/94,94,103 ,Configuration using .env
doccano/doccano,https://github.com/doccano/doccano/issues/1546,1546,1554 ,Celery: Watchmedo command not found
doccano/doccano,https://github.com/doccano/doccano/issues/123,123,256 ,New project structure
doccano/doccano,https://github.com/doccano/doccano/issues/836,836,1075 ,"Admin account can not login on ip:3000/auth, only on Django ip:8000/admin"
doccano/doccano,https://github.com/doccano/doccano/issues/709,709,734 ,How to run doccano in prod mode with latest code changes?
doccano/doccano,https://github.com/doccano/doccano/issues/924,924,945 ,"""Delete"" project button is visible despite of the user has no authority"
doccano/doccano,https://github.com/doccano/doccano/issues/1157,1157,1164 ,sh: 0: Can't open tools/heroku.sh
doccano/doccano,https://github.com/doccano/doccano/issues/162,162,163 ,Cannot use the same shortcut and label name in different projects
doccano/doccano,https://github.com/doccano/doccano/issues/1291,1291,1310 ,Export format jsonl (text label) dosen't work.
doccano/doccano,https://github.com/doccano/doccano/issues/1290,1290,1325 ,Missing new lines in a text classification project
doccano/doccano,https://github.com/doccano/doccano/issues/860,860,1760 ,"[Proposal] Set -x and -e, -u on each Bash script"
doccano/doccano,https://github.com/doccano/doccano/issues/1044,1044,1301 ,Support tagging to distinguish multiple projects
doccano/doccano,https://github.com/doccano/doccano/issues/1414,1414,1529 ,ModuleNotFoundError: No module named 'fcntl'
doccano/doccano,https://github.com/doccano/doccano/issues/972,972,1310 ,Better error message while importing the dataset
doccano/doccano,https://github.com/doccano/doccano/issues/95,95,121 495 ,WIP : Annotation of audios for Speech-to-Text parallel data set building 
doccano/doccano,https://github.com/doccano/doccano/issues/1052,1052,1071 ,[Bug report] On same shortkeys...
doccano/doccano,https://github.com/doccano/doccano/issues/1814,1814,1907 ,Admin panel not accessible on Heroku
doccano/doccano,https://github.com/doccano/doccano/issues/1286,1286,1310 ,Dataset export only exports numbers and not named text.
doccano/doccano,https://github.com/doccano/doccano/issues/933,933,1072 ,"Duplicate Documents seen after setting ""Randomize Document Order Per User"""
doccano/doccano,https://github.com/doccano/doccano/issues/175,175,291 ,Restore old color palette to pick label colors
doccano/doccano,https://github.com/doccano/doccano/issues/525,525,527 ,[Bug report/Question] About done/undone and checked/unchecked filters and users
doccano/doccano,https://github.com/doccano/doccano/issues/362,362,893 ,Feature Request: Export as fasttext format
doccano/doccano,https://github.com/doccano/doccano/issues/1091,1091,1092 ,Backend container always dies on startup
doccano/doccano,https://github.com/doccano/doccano/issues/765,765,897 ,After filtering the dataset when clicking the annotation it is not shown the proper data (from the filter)
doccano/doccano,https://github.com/doccano/doccano/issues/620,620,676 ,Google OAuth support
doccano/doccano,https://github.com/doccano/doccano/issues/2039,2039,2099 ,Broken: Importing and Exporting SequenceLabeling projects with relations
doccano/doccano,https://github.com/doccano/doccano/issues/1496,1496,1538 ,How to enable changing password by user themselves
doccano/doccano,https://github.com/doccano/doccano/issues/773,773,774 ,Deployment via Heroku Button Fails
doccano/doccano,https://github.com/doccano/doccano/issues/17,17,33 ,Support importing datasets in JSON format
doccano/doccano,https://github.com/doccano/doccano/issues/1341,1341,1342 ,non-ascii text was converted to escape sequence when download datasets
doccano/doccano,https://github.com/doccano/doccano/issues/929,929,1310 ,Keep the order of document when export
doccano/doccano,https://github.com/doccano/doccano/issues/246,246,315 ,Metadata Fields not Populated on Export
doccano/doccano,https://github.com/doccano/doccano/issues/1418,1418,1703 ,How to export labeled relationship ?
doccano/doccano,https://github.com/doccano/doccano/issues/587,587,668 ,[Bug report] Filters toolbar disappears
doccano/doccano,https://github.com/doccano/doccano/issues/591,591,651 ,Format for uploading labels
doccano/doccano,https://github.com/doccano/doccano/issues/1398,1398,1562 ,"Validate Example by typing ""Enter"""
doccano/doccano,https://github.com/doccano/doccano/issues/1377,1377,1500 1544 ,dataset import does not work sometimes
doccano/doccano,https://github.com/doccano/doccano/issues/1009,1009,1024 ,Can't create a new project (deployed by Heroku button)
doccano/doccano,https://github.com/doccano/doccano/issues/21,21,193 ,Feature Request: Delete this document
doccano/doccano,https://github.com/doccano/doccano/issues/1265,1265,1310 ,Export data - 503 Error due to Sever Timeout
doccano/doccano,https://github.com/doccano/doccano/issues/1422,1422,1783 ,"Export data will get nothing, if I choose only approved documents."
doccano/doccano,https://github.com/doccano/doccano/issues/2062,2062,2077 ,CSRF Failed: login/project management issues and temporary workaround
doccano/doccano,https://github.com/doccano/doccano/issues/913,913,1222 ,[Enhancement request] Meaningful error on labels naming conflict
doccano/doccano,https://github.com/doccano/doccano/issues/786,786,1088 ,[Question] Docker deployment is obsolete in doccano 1.x.x?
doccano/doccano,https://github.com/doccano/doccano/issues/513,513,670 ,[Bug Report] Dataset page: non-ASCII metadata is displayed as Unicode-escaped sequence
doccano/doccano,https://github.com/doccano/doccano/issues/1875,1875,1897 ,Exporting annotators' comments with the labeled dataset
doccano/doccano,https://github.com/doccano/doccano/issues/544,544,1511 ,Feature Request: Support Nested Named Entity Recognition
doccano/doccano,https://github.com/doccano/doccano/issues/1571,1571,1581 ,Impossible to delete selected label [NER sequence labelling]
doccano/doccano,https://github.com/doccano/doccano/issues/952,952,1504 ,Enable to search documents for annotators
doccano/doccano,https://github.com/doccano/doccano/issues/397,397,405 ,Hard Coded AMI Id in cloudformation template fails
doccano/doccano,https://github.com/doccano/doccano/issues/1208,1208,1209 ,ModuleNotFoundError: No module named 'auto_labeling_pipeline'
doccano/doccano,https://github.com/doccano/doccano/issues/1080,1080,1182 ,[Feature request] Project edit page
doccano/doccano,https://github.com/doccano/doccano/issues/1595,1595,1716 ,"psycopg2.errors.UniqueViolation: could not create unique index ""api_example_uuid_key"""
doccano/doccano,https://github.com/doccano/doccano/issues/1346,1346,1352 ,Unable to deploy Doccano on Azure platform
doccano/doccano,https://github.com/doccano/doccano/issues/723,723,911 ,More comprehensive error message when login fails due to active django admin session
